date,nino34_sst_anomaly
2024-01-01,1.71
2024-02-01,1.47
2024-03-01,1.1
2024-04-01,0.93
2024-05-01,0.41
2024-06-01,0.25
2024-07-01,0.2
2024-08-01,0.02
2024-09-01,-0.11
2024-10-01,-0.24
2024-11-01,-0.05
2024-12-01,-0.58
2025-01-01,-0.76
2025-02-01,-0.39
2025-03-01,0.05
2025-04-01,-0.08
2025-05-01,-0.08
2025-06-01,0.01
2025-07-01,-0.03
2025-08-01,-0.11
